timestamp,zone_temp,outdoor_temp,fan_power,chiller_power,pump_power,hvac_power,cooling_rate,heating_rate,cooling_setpoint,heating_setpoint
19.125,19.07440518690369,-1.9250000000000003,413.07773794515384,0.0,0.0,0.0,0.0,2110.955924053761,,
19.25,19.07440518690369,-1.9250000000000003,413.07773794515384,0.0,0.0,0.0,0.0,2110.955924053761,,
19.5,18.704042794211457,-1.6500000000000001,413.07773794515384,0.0,0.0,0.0,0.0,2166.4457038651008,,
19.75,18.43603507109935,-1.375,413.07773794515384,0.0,0.0,0.0,0.0,2193.5032971811033,,
20.0,18.303720230129755,-1.1,413.07773794515384,0.0,0.0,0.0,0.0,2230.1863259130405,,
20.25,18.217796748767526,-1.25,413.07773794515384,0.0,0.0,0.0,0.0,2264.362298241988,,
20.05,18.217796748767526,-1.25,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
20.1,18.217796748767526,-1.25,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
20.150000000000002,18.217796748767526,-1.25,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
20.2,18.217796748767526,-1.25,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
20.25,18.217796748767526,-1.25,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
20.5,18.50063307010564,-1.4,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
20.3125,18.50063307010564,-1.4,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
20.375,18.50063307010564,-1.4,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
20.4375,18.50063307010564,-1.4,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
20.5,18.50063307010564,-1.4,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
20.75,18.592518854353507,-1.5499999999999998,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
20.625,18.592518854353507,-1.5499999999999998,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
20.75,18.592518854353507,-1.5499999999999998,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
21.0,18.597381672088225,-1.7,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
21.25,18.566170593096324,-1.5499999999999998,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
21.5,18.476314577721173,-1.4,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
21.75,18.370238302146344,-1.25,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
22.0,18.257794844642003,-1.1,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
22.25,18.158414315895314,-1.25,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
22.5,18.065471817383322,-1.4,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
22.75,17.985676646636367,-1.5499999999999998,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
23.0,17.907273512720995,-1.7,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
23.25,17.834303428275916,-1.7,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
23.5,17.768872757589737,-1.7,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
23.75,17.708788635367828,-1.7,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
24.0,17.652476845855496,-1.7,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
0.25,17.599475026711243,-4.324999999999999,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
0.5,17.49247270387123,-6.949999999999999,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
